
45,5
46,5
47,4
48,4
49,4
50,4
1,15
2,14
3,13
4,13
5,13
6,13
7,13
8,12
9,12
10,12
11,12
12,12
13,11
14,11
15,11
16,11
17,11
18,10
19,10
20,10
21,10
22,10
23,10
24,9
25,8
26,7
27,7
28,7
29,7
30,7
31,7
32,6
33,6
34,6
35,6
36,6
37,5
38,5
39,5
40,5
41,5
42,5
43,5
44,4
45,4
46,4
47,4
48,3
49,3
50,3
1,15
2,15
3,15
4,14
5,14
6,14
7,13
8,13
9,13
10,13
11,12
12,12
13,12
14,11
15,11
16,11
17,11
18,10
19,10
20,10
21,10
22,10
23,10
24,10
25,10
26,10
27,9
28,9
29,8
30,8
31,8
32,7
33,7
34,7
35,7
36,7
37,7
38,7
39,7
40,7
41,7
42,7
43,6
44,6
45,6
46,6
47,5
48,5
49,5
50,4
1,14
2,14
3,14
4,14
5,13
6,13
7,13
8,13
9,13
10,12
11,12
12,12
13,11
14,11
15,11
16,11
17,11
18,11
19,11
20,10
21,10
22,10
23,10
24,10
25,10
26,9
27,9
28,9
29,9
30,9
31,9
32,9
33,9
34,9
35,8
36,7
37,7
38,7
39,7
40,6
41,6
42,6
43,6
44,6
45,6
46,6
47,6
48,5
49,5
50,5
1,15
2,15
3,15
4,14
5,14
6,13
7,13
8,12
9,12
10,12
11,12
12,11
13,11
14,11
15,10
16,10
17,10
18,10
19,10
20,10
21,9
22,9
23,9
24,9
25,8
26,8
27,8
28,8
29,8
30,8
31,8
32,7
33,7
34,7
35,7
36,7
37,7
38,7
39,7
40,7
41,7
42,7
43,7
44,7
45,6
46,6
47,6
48,6
49,6
50,5
1,14
2,13
3,13
4,13
5,13
6,13
7,13
8,12
9,12
10,11
11,10
12,9
13,9
14,9
1,15
2,15
3,15
4,14
5,13
6,12
7,12
8,12
9,12
10,12
11,12
12,12
13,12
14,12
15,12
16,12
17,12
18,12
19,12
20,12
21,12
22,12
23,11
24,11
25,11
26,10
27,9
28,8
29,8
30,8
31,8
32,8
33,8
1,14
2,13
3,13
4,12
5,12
6,11
7,10
8,10
9,10
10,10
11,10
12,10
13,10
14,10
15,10
16,10
17,10
18,10
19,10
20,10
21,10
1,15
2,14
3,14
4,13
5,13
6,12
7,11
8,11
1,15
2,15
3,15
4,14
5,13
6,13
7,13
8,12
9,12
10,12
11,12
12,12
13,12
14,12
15,12
16,12
17,12
18,12
19,12
20,12
21,12
22,12
23,12
24,12
25,12
26,12
27,12
28,12
29,12
30,12
31,12
32,12
33,12
34,12
35,12
36,12
37,12
38,12
39,12
40,12
41,12
42,12
43,12
44,12
45,12
46,12
47,12
48,12
49,12
50,12
1,14
2,13
3,12
4,12
5,12
6,11
7,11
8,11
9,11
10,10
11,9
12,8
13,8
14,8
15,8
16,8
17,8
18,8
19,8
20,8
21,7
22,7
23,6
24,6
25,6
26,6
27,6
28,6
29,6
30,6
31,6
32,6
33,6
34,6
35,6
36,6
37,6
38,6
39,6
40,6
41,6
42,6
1,14
2,13
3,12
4,12
5,12
6,12
7,12
8,12
9,12
10,12
11,12
12,12
13,12
14,12
15,12
16,12
17,12
18,12
19,12
20,12
1,14
2,14
3,14
4,14
5,13
6,12
7,11
8,10
9,9
10,8
11,8
12,8
13,8
14,8
15,8
16,7
17,7
18,7
19,7
20,7
21,7
22,7
23,7
24,7
25,7
26,7
27,7
28,7
29,7
30,7
31,7
32,7
33,7
34,7
35,7
36,7
37,7
38,7
39,7
40,7
41,7
42,7
43,7
44,7
45,7
46,7
47,7
48,7
49,7
50,7
1,15
2,14
3,13
4,12
5,11
6,11
7,11
8,11
9,11
10,11
11,10
12,10
13,10
14,10
15,10
16,10
17,10
18,9
19,9
20,9
21,9
22,9
23,8
24,7
1,14
2,13
3,12
4,12
5,12
6,11
7,10
8,10
9,10
10,10
11,9
12,8
13,8
14,7
15,6
16,5
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,3
30,3
31,3
32,2
33,2
34,2
35,2
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,0
1,14
2,14
3,14
4,14
5,13
6,12
7,12
8,11
9,11
10,11
11,11
12,11
13,11
14,11
15,11
16,10
17,9
18,8
19,7
20,7
21,6
22,5
23,5
24,5
25,5
26,5
27,5
28,5
29,5
30,5
31,5
32,5
33,5
34,5
35,5
36,5
37,4
38,4
39,4
40,4
41,4
42,4
43,4
44,4
45,4
46,3
47,3
48,3
49,2
50,1
1,14
2,13
3,12
4,11
5,11
6,11
7,11
8,10
9,9
10,9
11,9
12,8
13,8
14,7
15,7
16,7
17,7
18,7
19,7
20,7
21,7
22,7
23,7
24,6
25,6
26,6
27,6
28,6
29,6
30,6
31,6
32,6
33,6
34,6
35,6
36,6
37,6
38,5
39,4
40,3
41,3
42,2
43,2
44,2
45,1
46,1
47,1
48,1
49,0
1,14
2,13
3,12
4,11
5,10
6,9
7,9
8,9
9,9
10,9
11,9
12,8
13,7
14,6
15,5
16,4
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,3
26,3
27,3
28,3
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,0
1,14
2,13
3,12
4,12
5,12
6,12
7,12
8,12
9,12
10,12
11,11
12,10
13,10
14,9
15,9
16,8
17,8
18,8
19,8
20,8
21,8
22,8
23,8
24,8
25,8
26,7
27,7
28,7
29,7
30,6
31,6
32,6
33,6
34,6
35,6
36,6
37,6
38,6
39,6
40,5
41,5
42,5
43,5
44,4
45,4
46,4
47,4
48,4
49,4
50,4
1,14
2,14
1,14
2,13
1,14
2,14
3,13
4,13
5,12
6,11
7,11
8,10
9,9
10,8
11,7
12,7
13,7
14,7
15,7
16,7
17,6
18,6
19,6
20,6
21,6
22,6
23,6
24,6
25,6
26,6
27,5
28,5
29,5
30,5
31,5
32,5
33,5
34,5
35,5
36,5
37,5
38,5
39,5
40,5
41,5
42,5
43,5
44,5
45,4
46,4
47,4
48,3
49,3
50,3
1,14
2,13
3,13
4,12
5,11
6,10
7,10
8,9
9,9
10,8
11,8
12,7
13,7
14,7
15,7
16,7
17,6
18,6
19,6
20,6
21,6
22,6
23,6
24,6
25,6
26,6
27,6
28,6
29,6
30,6
31,6
32,6
33,6
34,6
35,6
36,6
37,6
38,5
39,5
40,5
41,5
42,5
43,5
44,5
45,5
46,5
47,5
48,5
49,4
50,4
51,4
52,3
53,3
54,3
55,2
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,0
1,14
2,13
3,13
4,13
5,12
6,11
7,11
8,10
9,10
10,10
11,10
12,10
13,9
14,9
15,8
16,8
17,8
18,8
19,8
20,8
21,8
22,8
23,8
24,8
25,8
26,8
27,8
28,8
29,8
30,7
31,7
32,7
33,7
34,7
35,6
36,6
37,6
38,5
39,4
40,4
41,4
42,4
43,4
44,4
45,4
46,3
47,3
48,3
49,3
50,3
51,3
52,3
53,2
54,2
55,2
56,2
57,2
58,2
59,1
60,1
61,1
62,1
63,1
64,1
65,0
1,14
2,13
3,12
4,11
5,11
6,11
7,11
8,11
9,10
10,10
11,9
12,9
13,8
14,7
15,6
16,5
17,5
18,5
19,5
20,5
21,4
22,4
23,3
24,3
25,3
26,3
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,1
49,1
50,1
51,0
1,15
2,15
3,15
4,15
5,14
6,13
7,12
8,11
9,11
10,10
11,9
12,8
13,7
14,6
15,5
16,5
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,4
30,4
31,4
32,4
33,4
34,4
35,4
36,4
37,4
38,4
39,3
40,3
41,3
42,3
43,3
44,3
45,3
46,3
47,2
48,1
49,1
50,0
